SiteID,Site_Description_Cap,Site_Description_Lower,Region,Lat,Long,Site_Type
958,GRANGEGORMAN @ ST BRENDANS WAY,grangegorman @ st brendans way,NCITY,53.354989,-6.278435,SCATS Site
959,SANDYMOUNT GREEN @ CLAREMOUNT ROAD,sandymount green @ claremount road,SCITY,53.332108,-6.215835,SCATS Site
960,SANDYMOUNT GREEN @ EAST SIDE SHOPS,sandymount green @ east side shops,SCITY,53.339982,-6.236487,SCATS Site
961,PORT TUNNEL - METERING RAMP,port tunnel - metering ramp,DCC1,53.4071622,-6.2284142,SCATS Site
962,DOLPHINS BARN STREET RUEBEN STREET,dolphins barn street rueben street,SCITY,53.334028,-6.290622,SCATS Site
963,BARROW ST @ GOOGLE (SHUTTLE),barrow st @ google (shuttle),SCITY,53.33929,-6.23658,SCATS Site
964,NORTH CIRCULAR ROAD @ TUD,north circular road @ tud,WCITY1,53.3575192,-6.286843,SCATS Site
965,HOLE IN THE WALL / MARSFIELD BELMAYNE ,hole in the wall / marsfield belmayne ,DCC1,53.40815,-6.16195,SCATS Site
968,BRIDE ST @ BRIDE RD,bride st @ bride rd,SCITY,53.341474,-6.270088,SCATS Site
974,BLACKHORSE AVE @ NEPHIN RD,blackhorse ave @ nephin rd,WCITY1,53.362728,-6.311709,SCATS Site
1002,HEUSTON STATION ACCESS (LUAS),heuston station access (luas),CCITY,53.347053,-6.291793,SCATS Site
